field_name,source_family,source_path,field_role,caveat_status,notes
opp_pl_ff_pct_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_heart_drift_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_heart_drift_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_heart_rate_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_heart_rate_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_heart_rate_season_baseline,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:19.6%
opp_pl_pfx_x_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_pfx_x_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_pfx_x_std_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_pfx_x_std_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_pfx_z_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_pfx_z_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_pfx_z_std_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_pfx_z_std_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_primary_mix_drift_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_primary_mix_drift_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_primary_pitch_pct_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_primary_pitch_pct_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_primary_pitch_pct_season_baseline,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:19.6%
opp_pl_secondary_2strike_drift_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.4%
opp_pl_secondary_2strike_drift_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.7%
opp_pl_secondary_pitch_pct_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_secondary_pitch_pct_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_sl_pct_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_sl_pct_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_spin_ff_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:32.9%
opp_pl_spin_ff_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:37.7%
opp_pl_spin_sl_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:57.2%
opp_pl_spin_sl_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:60.6%
opp_pl_two_strike_ff_pct_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.4%
opp_pl_two_strike_ff_pct_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.7%
opp_pl_two_strike_secondary_pct_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.4%
opp_pl_two_strike_secondary_pct_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.7%
opp_pl_two_strike_secondary_pct_season_baseline,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:19.6%
opp_pl_velo_drift_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:32.9%
opp_pl_velo_drift_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:37.7%
opp_pl_velo_effective_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_velo_effective_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_velo_ff_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:32.9%
opp_pl_velo_ff_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:37.7%
opp_pl_velo_ff_mean_season_baseline,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:24.4%
opp_pl_velo_mean_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_velo_mean_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_velo_std_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_velo_std_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_zone_drift_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_zone_drift_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_zone_rate_last_3,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:25.3%
opp_pl_zone_rate_last_5,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:30.6%
opp_pl_zone_rate_season_baseline,mlb_pitch_level_features_v1,bridge,OPP_PL_FEATURE,YES,Null:19.6%
top_order_hard_hit_rate,mlb_lineup_quality_bridge_v1,top_order,YES,null_22=0.0%,null_2325=99.8%
top_order_barrel_rate,mlb_lineup_quality_bridge_v1,top_order,YES,null_22=0.0%,null_2325=99.8%
top_order_avg_exit_velo,mlb_lineup_quality_bridge_v1,top_order,YES,null_22=0.0%,null_2325=99.8%
top_order_xwoba_contact,mlb_lineup_quality_bridge_v1,top_order,YES,null_22=0.0%,null_2325=99.8%
top_order_coverage,mlb_lineup_quality_bridge_v1,top_order,YES,null_22=100.0%,null_2325=100.0%
middle_order_hard_hit_rate,mlb_lineup_quality_bridge_v1,middle_order,YES,null_22=0.0%,null_2325=99.4%
middle_order_barrel_rate,mlb_lineup_quality_bridge_v1,middle_order,YES,null_22=0.0%,null_2325=99.4%
middle_order_avg_exit_velo,mlb_lineup_quality_bridge_v1,middle_order,YES,null_22=0.0%,null_2325=99.4%
middle_order_xwoba_contact,mlb_lineup_quality_bridge_v1,middle_order,YES,null_22=0.0%,null_2325=99.4%
middle_order_coverage,mlb_lineup_quality_bridge_v1,middle_order,YES,null_22=100.0%,null_2325=100.0%
bottom_order_hard_hit_rate,mlb_lineup_quality_bridge_v1,bottom_order,YES,null_22=0.0%,null_2325=99.8%
bottom_order_barrel_rate,mlb_lineup_quality_bridge_v1,bottom_order,YES,null_22=0.0%,null_2325=99.8%
bottom_order_avg_exit_velo,mlb_lineup_quality_bridge_v1,bottom_order,YES,null_22=0.0%,null_2325=99.8%
bottom_order_xwoba_contact,mlb_lineup_quality_bridge_v1,bottom_order,YES,null_22=0.0%,null_2325=99.8%
bottom_order_coverage,mlb_lineup_quality_bridge_v1,bottom_order,YES,null_22=100.0%,null_2325=100.0%
lineup_depth_dropoff_hh,mlb_lineup_quality_bridge_v1,derived,YES,null_22=0.0%,null_2325=99.3%
lineup_depth_dropoff_ev,mlb_lineup_quality_bridge_v1,derived,YES,null_22=0.0%,null_2325=99.3%
lineup_quality_hh,mlb_lineup_quality_bridge_v1,derived,YES,null_22=0.0%,null_2325=98.8%
lineup_quality_ev,mlb_lineup_quality_bridge_v1,derived,YES,null_22=0.0%,null_2325=98.8%
lineup_quality_xwoba,mlb_lineup_quality_bridge_v1,derived,YES,null_22=0.0%,null_2325=98.8%
lineup_coverage_overall,mlb_lineup_quality_bridge_v1,derived,YES,null_22=100.0%,null_2325=100.0%
high_lev_k_rate_last_5,bullpen_bridge,YES,nn22=0.0%,nn2325=73.5%
high_lev_k_rate_last_10,bullpen_bridge,YES,nn22=0.0%,nn2325=85.8%
high_lev_bb_rate_last_5,bullpen_bridge,YES,nn22=0.0%,nn2325=73.5%
high_lev_bb_rate_last_10,bullpen_bridge,YES,nn22=0.0%,nn2325=85.8%
high_lev_hr_rate_last_5,bullpen_bridge,YES,nn22=0.0%,nn2325=73.5%
high_lev_hr_rate_last_10,bullpen_bridge,YES,nn22=0.0%,nn2325=85.8%
med_lev_k_rate_last_5,bullpen_bridge,YES,nn22=0.0%,nn2325=80.8%
med_lev_k_rate_last_10,bullpen_bridge,YES,nn22=0.0%,nn2325=90.1%
